Gene1,Gene2,Score
SATB1,CAMKK1,190.0
SATB1,MTMR4,215.0
SATB1,ABLIM1,195.0
SATB1,FAM126A,179.0
SATB1,SLAMF1,249.0
SATB1,GRN,297.0
SATB1,POLD1,209.0
SATB1,NOLC1,261.0
SATB1,WDSUB1,229.0
SATB1,PFKP,170.0
SATB1,TSPOAP1,200.0
SATB1,HACE1,261.0
SATB1,SPC24,254.0
SATB1,HCLS1,263.0
SATB1,CRIP2,186.0
SATB1,HEATR5A,216.0
SATB1,GARS,204.0
SATB1,ELF1,201.0
SATB1,SPTLC1,254.0
SATB1,AQP9,307.0
SATB1,PPOX,219.0
SATB1,RGS19,378.0
SATB1,PRELID3B,242.0
SATB1,HAT1,298.0
SATB1,ARFGEF2,309.0
SATB1,ARHGEF6,234.0
SATB1,TMEM64,222.0
SATB1,4833439L19RIK,202.0
SATB1,BUB1,273.0
SATB1,LZTR1,377.0
SATB1,SERPINB6B,254.0
SATB1,HDAC7,197.0
SATB1,GOSR2,160.0
SATB1,DUSP1,189.0
SATB1,NDUFB9,295.0
SATB1,CD7,170.0
SATB1,SYNJ1,338.0
SATB1,CTSD,328.0
SATB1,MFSD1,180.0
SATB1,TMEM147,179.0
SATB1,IPO13,202.0
SATB1,ZBTB4,165.0
SATB1,RSAD2,284.0
SATB1,BTRC,160.0
SATB1,JARID2,258.0
SATB1,ZFP672,260.0
SATB1,ST8SIA4,239.0
SATB1,SH3BP5L,260.0
SATB1,CST7,189.0
SATB1,IL7R,516.0
SATB1,CD99L2,185.0
SATB1,PSMD5,170.0
SATB1,APPL2,299.0
SATB1,TOMM70A,186.0
SATB1,FCRL1,529.0
SATB1,RPN2,172.0
SATB1,RANBP3,218.0
SATB1,NUDCD1,142.0
SATB1,CRNKL1,232.0
SATB1,PPM1F,272.0
SATB1,NHP2,328.0
SATB1,EIF2B1,219.0
SATB1,TRIM35,239.0
SATB1,ZHX1,185.0
SATB1,PCCA,343.0
SATB1,LPIN2,289.0
SATB1,HMGB2,162.0
SATB1,GALNS,313.0
SATB1,CENPK,241.0
SATB1,PBK,209.0
SATB1,GCLM,333.0
SATB1,PGM2L1,212.0
SATB1,GDAP2,168.0
SATB1,ECE1,184.0
SATB1,VDAC1,173.0
SATB1,FCHO2,204.0
SATB1,KLHL4,217.0
SATB1,GM5431,624.0
SATB1,TSC22D1,301.0
SATB1,IKBKE,325.0
SATB1,MGAT5,187.0
SATB1,ARL6IP6,191.0
SATB1,KAZALD1,177.0
SATB1,ZNRF2,131.0
SATB1,VSIR,284.0
SATB1,F830016B08RIK,562.0
SATB1,MIS12,332.0
SATB1,GYPA,233.0
SATB1,BDH2,434.0
SATB1,IL17RE,177.0
SATB1,DAPP1,179.0
SATB1,PLEKHB1,552.0
SATB1,TUBGCP2,248.0
SATB1,MR1,280.0
SATB1,TRMT6,209.0
SATB1,TMX4,199.0
SATB1,NDRG2,188.0
SATB1,VKORC1L1,137.0
SATB1,SLBP,149.0
SATB1,FADS1,283.0
SATB1,SACM1L,159.0
SATB1,KPNA3,233.0
SATB1,TMX1,242.0
SATB1,PRC1,413.0
SATB1,NBEAL2,378.0
SATB1,PRDX3,297.0
SATB1,UNC93B1,367.0
SATB1,TXNL1,303.0
SATB1,MTCH2,325.0
SATB1,KCTD9,292.0
SATB1,STIP1,133.0
SATB1,RPAP1,164.0
SATB1,FBXO5,177.0
SATB1,ZFP24,256.0
SATB1,SLC35B4,260.0
SATB1,TMSB4X,705.0
SATB1,METAP1,374.0
SATB1,SMPD4,259.0
SATB1,COPG2,189.0
SATB1,RNASE6,433.0
SATB1,COQ8A,230.0
SATB1,ABCD1,228.0
SATB1,TXN2,292.0
SATB1,RNF139,209.0
SATB1,TNFSF14,156.0
SATB1,C1QBP,151.0
SATB1,SLC39A6,166.0
SATB1,ELP2,166.0
SATB1,CLEC2I,230.0
SATB1,TMEM109,157.0
SATB1,LEPROT,130.0
SATB1,BRAT1,171.0
SATB1,SNN,233.0
SATB1,DDHD2,192.0
SATB1,MFNG,166.0
SATB1,WDR73,305.0
SATB1,PIP4K2B,183.0
SATB1,SGPP1,267.0
SATB1,PANX1,220.0
SATB1,4931406C07RIK,150.0
SATB1,EPHX1,182.0
SATB1,GNPDA1,209.0
SATB1,HDAC2,192.0
SATB1,NAE1,147.0
SATB1,TRAF1,238.0
SATB1,CHAMP1,148.0
SATB1,ZFP39,272.0
SATB1,OSGIN2,186.0
SATB1,TYMS,400.0
SATB1,PWP2,199.0
SATB1,PIP4K2A,227.0
SATB1,CHRNB1,240.0
SATB1,ITIH5,175.0
SATB1,GPX1,218.0
SATB1,RB1,183.0
SATB1,CDC45,161.0
SATB1,SPCS3,273.0
SATB1,DNAJC9,250.0
SATB1,IFNGR1,202.0
SATB1,HOOK3,217.0
SATB1,GPKOW,242.0
SATB1,ELMOD2,180.0
SATB1,OSTM1,228.0
SATB1,SLC46A3,235.0
SATB1,UBR7,327.0
SATB1,NFE2L2,221.0
SATB1,BUB1B,149.0
SATB1,SELL,146.0
SATB1,PLA2G12A,208.0
SATB1,COA5,199.0
SATB1,ZMAT1,205.0
SATB1,TCTN3,147.0
SATB1,NUBP2,201.0
SATB1,KIF18A,183.0
SATB1,FTSJ3,133.0
SATB1,HSP90B1,162.0
SATB1,PRPS1,254.0
SATB1,IRAK3,109.0
SATB1,RPGRIP1L,152.0
SATB1,DKC1,176.0
SATB1,ZFP934,211.0
SATB1,RPS6KA5,177.0
SATB1,MTO1,274.0
SATB1,R3HCC1L,160.0
SATB1,JUN,217.0
SATB1,FASTKD3,270.0
SATB1,SLC18A1,200.0
SATB1,MARCH6,157.0
SATB1,NGLY1,149.0
SATB1,SLC35E1,230.0
SATB1,HSPA8,168.0
SATB1,EAF1,173.0
SATB1,VPS41,135.0
SATB1,MARCH8,339.0
SATB1,PRMT9,176.0
SATB1,GTF2H1,152.0
SATB1,VAMP3,169.0
SATB1,PREP,196.0
SATB1,LGALS9,217.0
SATB1,DDX1,243.0
SATB1,LSP1,203.0
SATB1,ZFP451,208.0
SATB1,LYRM9,166.0
SATB1,TFRC,248.0
SATB1,PDIA4,195.0
SATB1,SLC26A11,300.0
SATB1,TIMM50,160.0
SATB1,IFT140,202.0
SATB1,DDX60,217.0
SATB1,WARS,155.0
SATB1,SEL1L,204.0
SATB1,MS4A6C,472.0
SATB1,CDT1,199.0
SATB1,TBC1D5,206.0
SATB1,SLC6A6,207.0
SATB1,SFXN1,193.0
SATB1,HDGF,292.0
SATB1,SEC24D,160.0
SATB1,SH3BGRL,198.0
SATB1,MEMO1,201.0
SATB1,NDC80,200.0
SATB1,NR2C1,219.0
SATB1,ADGRG1,198.0
SATB1,BZW1,161.0
SATB1,ANKRD44,123.0
SATB1,1700066M21RIK,185.0
SATB1,RPRD1B,224.0
SATB1,UHRF1,479.0
SATB1,MBTPS1,154.0
SATB1,TREML2,186.0
SATB1,UQCRFS1,245.0
SATB1,SMU1,179.0
SATB1,NPRL3,315.0
SATB1,CKAP2,309.0
SATB1,FCGR2B,406.0
SATB1,CYB5R3,141.0
SATB1,ATP8A1,155.0
SATB1,PPIL4,217.0
SATB1,CHP1,140.0
SATB1,NIT1,274.0
SATB1,CKS1B,139.0
SATB1,FBXW11,202.0
SATB1,SETD2,141.0
SATB1,SENP7,153.0
SATB1,CBX7,233.0
SATB1,PRMT7,273.0
SATB1,MPND,254.0
SATB1,DDX11,265.0
SATB1,PSEN1,190.0
SATB1,LDHA,264.0
SATB1,GBP10,296.0
SATB1,CYP20A1,227.0
SATB1,CLCF1,194.0
SATB1,CREBRF,265.0
SATB1,AP1S2,132.0
SATB1,WDR6,150.0
SATB1,THADA,162.0
SATB1,ATG4B,139.0
SATB1,IFI27L2A,150.0
SATB1,NFKBIA,128.0
SATB1,CSRP3,251.0
SATB1,SLC44A2,128.0
SATB1,P4HB,176.0
SATB1,HERC4,186.0
SATB1,AI597479,191.0
SATB1,POLR2B,219.0
SATB1,GCDH,261.0
SATB1,QARS,150.0
SATB1,PLAA,202.0
SATB1,NARFL,183.0
SATB1,AURKB,339.0
SATB1,PRDM15,127.0
SATB1,PLEKHG1,201.0
SATB1,DIS3L,172.0
SATB1,CHUK,236.0
SATB1,ZFP639,151.0
SATB1,HAUS2,160.0
SATB1,OAT,244.0
SATB1,ITFG1,234.0
SATB1,DIAPH2,207.0
SATB1,RACGAP1,289.0
SATB1,TRIM23,157.0
SATB1,SLC35D3,198.0
SATB1,PPM1H,124.0
SATB1,FAAH,144.0
SATB1,NAMPT,144.0
SATB1,USP37,144.0
SATB1,1700017B05RIK,167.0
SATB1,CORO7,198.0
SATB1,COMT,169.0
SATB1,FRRS1,172.0
SATB1,EIF3A,195.0
SATB1,NAIP5,322.0
SATB1,KIF22,215.0
SATB1,HACD4,422.0
SATB1,METAP1D,194.0
SATB1,NFATC1,116.0
SATB1,SHMT1,236.0
SATB1,CSE1L,182.0
SATB1,APEH,150.0
SATB1,SSR1,225.0
SATB1,USP42,159.0
SATB1,PDIA3,139.0
SATB1,ARHGEF3,154.0
SATB1,SYNRG,181.0
SATB1,PTDSS1,177.0
SATB1,INTS6,206.0
SATB1,SZT2,219.0
SATB1,EXOC4,166.0
SATB1,RCC1,142.0
SATB1,IGSF6,337.0
SATB1,UBXN2B,172.0
SATB1,NCAPD2,130.0
SATB1,ELMO3,148.0
SATB1,EXOC3,185.0
SATB1,ENPP4,210.0
SATB1,CAPN7,180.0
SATB1,TMEM268,195.0
SATB1,SQLE,258.0
SATB1,NDC1,145.0
SATB1,GNA11,189.0
SATB1,GANAB,226.0
SATB1,EDEM1,239.0
SATB1,BSG,196.0
SATB1,AK3,149.0
SATB1,NPM1,218.0
SATB1,MYO1F,371.0
SATB1,MPZL1,170.0
SATB1,GMCL1,196.0
SATB1,GGTA1,228.0
SATB1,HSPA5,203.0
SATB1,TTLL12,291.0
SATB1,SLC39A10,152.0
SATB1,OTULINL,186.0
SATB1,HIST1H2BC,189.0
SATB1,NUAK2,248.0
SATB1,TCEA2,199.0
SATB1,GNA13,174.0
SATB1,ABHD16A,182.0
SATB1,TXNRD2,125.0
SATB1,FCGR3,220.0
SATB1,SFT2D3,139.0
SATB1,RNF125,380.0
SATB1,PJA2,173.0
SATB1,GNAI3,154.0
SATB1,SLC35G1,201.0
SATB1,PFKM,167.0
SATB1,CENPF,193.0
SATB1,BBS12,177.0
SATB1,DUSP5,162.0
SATB1,CYFIP2,315.0
SATB1,MRM1,127.0
SATB1,DCAF11,138.0
SATB1,RPA2,164.0
SATB1,HYOU1,246.0
SATB1,FBXO30,147.0
SATB1,TUBB4B,217.0
SATB1,MCM5,175.0
SATB1,LIG1,132.0
SATB1,AGPS,169.0
SATB1,STRN3,171.0
SATB1,ICE2,130.0
SATB1,TRMT11,209.0
SATB1,PTPRS,238.0
SATB1,DCAF4,163.0
SATB1,CHIL5,324.0
SATB1,IRF1,224.0
SATB1,AP1G2,230.0
SATB1,SLC19A2,179.0
SATB1,SLC16A10,306.0
SATB1,PDE12,206.0
SATB1,ERGIC1,189.0
SATB1,ASB8,176.0
SATB1,BIN2,206.0
SATB1,ABR,143.0
SATB1,SLC25A44,200.0
SATB1,BCAP29,156.0
SATB1,STRAP,179.0
SATB1,RUNDC1,163.0
SATB1,PRSS57,192.0
SATB1,9430015G10RIK,188.0
SATB1,TMEM177,249.0
SATB1,MXD3,308.0
SATB1,KLHL12,177.0
SATB1,TPP1,123.0
SATB1,MCOLN2,167.0
SATB1,HMBS,209.0
SATB1,SDHAF2,125.0
SATB1,TCF19,240.0
SATB1,MTMR1,208.0
SATB1,CCNG1,172.0
SATB1,SKAP2,320.0
SATB1,PQLC1,123.0
SATB1,MTR,136.0
SATB1,TOLLIP,166.0
SATB1,PSAT1,231.0
SATB1,HSP90AA1,208.0
SATB1,USP11,160.0
SATB1,TYROBP,338.0
SATB1,FAAP100,165.0
SATB1,STEAP3,240.0
SATB1,SLC43A2,304.0
SATB1,ETF1,142.0
SATB1,EGR1,123.0
SATB1,SUMO3,173.0
SATB1,TBL3,187.0
SATB1,POGLUT1,281.0
SATB1,ADCY7,145.0
SATB1,SLC20A1,165.0
SATB1,KMO,235.0
SATB1,CDCA3,132.0
SATB1,ITGA6,121.0
SATB1,BACE1,280.0
SATB1,MTFR1,222.0
SATB1,LDAH,260.0
SATB1,HCFC2,125.0
SATB1,GBP2,235.0
SATB1,L2HGDH,141.0
SATB1,G6PDX,189.0
SATB1,BTG2,164.0
SATB1,ACLY,148.0
SATB1,SESN1,147.0
SATB1,RRAD,191.0
SATB1,SERPINB1A,189.0
SATB1,PIRB,322.0
SATB1,ATP11C,137.0
SATB1,APPL1,113.0
SATB1,REL,117.0
SATB1,XRCC6,154.0
SATB1,WDR55,160.0
SATB1,CYB5R1,150.0
SATB1,CMPK2,150.0
SATB1,ELAC2,159.0
SATB1,EDC3,206.0
SATB1,CYBC1,132.0
SATB1,XDH,219.0
SATB1,ESR1,146.0
SATB1,MEX3C,139.0
SATB1,FAM91A1,180.0
SATB1,DDX31,142.0
SATB1,ZFP322A,166.0
SATB1,TUBA1B,222.0
SATB1,NEK8,167.0
SATB1,JAK2,129.0
SATB1,HCFC1,179.0
SATB1,GYPC,270.0
SATB1,ABCG3,146.0
SATB1,ABCD3,251.0
SATB1,ANO10,129.0
SATB1,COG7,159.0
SATB1,ADAL,147.0
SATB1,CCND3,140.0
SATB1,NDOR1,187.0
SATB1,CUL3,116.0
SATB1,ARHGEF18,206.0
SATB1,SLC25A46,132.0
SATB1,ELMO1,104.0
SATB1,PTCD3,164.0
SATB1,OSBPL1A,209.0
SATB1,LRRC49,101.0
SATB1,LDHB,114.0
SATB1,INTS8,136.0
SATB1,ORC2,165.0
SATB1,TMEM50B,161.0
SATB1,STIL,230.0
SATB1,FBXW5,150.0
SATB1,RRM2,176.0
SATB1,RASA3,156.0
SATB1,NADK,126.0
SATB1,COPB2,150.0
SATB1,MANEA,150.0
SATB1,HIST1H4D,178.0
SATB1,ARHGEF39,139.0
SATB1,ZFP101,139.0
SATB1,UBA2,178.0
SATB1,SRM,212.0
SATB1,LYRM4,158.0
SATB1,DDX39,229.0
SATB1,COX6A1,159.0
SATB1,CD244A,192.0
SATB1,ACAA2,139.0
SATB1,UBE2C,141.0
SATB1,TNFRSF26,176.0
SATB1,NAGLU,133.0
SATB1,ITSN1,152.0
SATB1,PSME3,142.0
SATB1,TM7SF3,158.0
SATB1,MTHFD1,186.0
SATB1,CANX,181.0
SATB1,IFIT3,188.0
SATB1,CSF2RB,245.0
SATB1,NDRG1,198.0
SATB1,MAN1A,124.0
SATB1,PPP2R1B,133.0
SATB1,SLC2A1,137.0
SATB1,PLCL1,124.0
SATB1,RNF4,189.0
SATB1,PPM1L,147.0
SATB1,P2RY14,119.0
SATB1,OSGIN1,356.0
SATB1,CLIC4,145.0
SATB1,ATP10A,137.0
SATB1,CD84,182.0
SATB1,ZFP467,117.0
SATB1,SNX30,134.0
SATB1,ALCAM,126.0
SATB1,ESCO2,135.0
SATB1,SDHA,210.0
SATB1,NCLN,144.0
SATB1,PITPNB,126.0
SATB1,NAPSA,343.0
SATB1,MFSD14B,104.0
SATB1,GALNT11,191.0
SATB1,D1ERTD622E,256.0
SATB1,PACSIN2,201.0
SATB1,H2AFY,342.0
SATB1,SELENOP,118.0
SATB1,FPGS,121.0
SATB1,NFATC2,170.0
SATB1,SNX10,150.0
SATB1,PARVG,169.0
SATB1,PMPCA,149.0
SATB1,LANCL2,127.0
SATB1,FECH,150.0
SATB1,ABCB4,119.0
SATB1,CFP,335.0
SATB1,ANGPT1,175.0
SATB1,SLC28A2,193.0
SATB1,SLC26A2,177.0
SATB1,DDX21,126.0
SATB1,COX7B,188.0
SATB1,ZFAND5,154.0
SATB1,D230025D16RIK,182.0
SATB1,CD200R1,193.0
SATB1,BCAS3,189.0
SATB1,NCF1,234.0
SATB1,CDC20,138.0
SATB1,YBX1,119.0
SATB1,MCTP2,203.0
SATB1,ASAH1,196.0
SATB1,TMEM185A,163.0
SATB1,TXNDC5,176.0
SATB1,MPP5,201.0
SATB1,SLFN8,186.0
SATB1,SARAF,168.0
SATB1,ARCN1,195.0
SATB1,5430427O19RIK,249.0
SATB1,TAF1,182.0
SATB1,MAPK8IP3,209.0
SATB1,DIS3L2,166.0
SATB1,BTBD10,115.0
SATB1,ATP5B,168.0
SATB1,TCIRG1,169.0
SATB1,BMPR2,160.0
SATB1,SDHD,179.0
SATB1,ITGB7,154.0
SATB1,PTPN12,169.0
SATB1,PRIM2,108.0
SATB1,H2AFX,127.0
SATB1,CENPI,201.0
SATB1,E2F8,206.0
SATB1,DENND2D,110.0
SATB1,ZYX,152.0
SATB1,NOC4L,114.0
SATB1,USP14,154.0
SATB1,RUSC2,151.0
SATB1,LACTB,203.0
SATB1,TALDO1,169.0
SATB1,CCDC93,160.0
SATB1,LAG3,148.0
SATB1,ZFP932,127.0
SATB1,IPO4,150.0
SATB1,COX4I1,204.0
SATB1,FLNB,164.0
SATB1,SORL1,144.0
SATB1,RIPOR2,119.0
SATB1,NCAPG,144.0
SATB1,EML4,166.0
SATB1,POMK,169.0
SATB1,PPM1D,169.0
SATB1,LONP1,179.0
SATB1,SLC16A1,117.0
SATB1,KLF6,206.0
SATB1,BTAF1,103.0
SATB1,IGTP,167.0
SATB1,PAQR7,280.0
SATB1,I830077J02RIK,280.0
SATB1,MIGA2,185.0
SATB1,SLC2A6,154.0
SATB1,TMEM273,277.0
SATB1,PACS1,149.0
SATB1,FNDC3B,139.0
SATB1,CEP55,105.0
SATB1,FBXO3,139.0
SATB1,MTAP,169.0
SATB1,ACOX1,138.0
SATB1,MFN2,157.0
SATB1,TUBA4A,138.0
SATB1,PADI4,137.0
SATB1,CTSZ,110.0
SATB1,TRIM59,166.0
SATB1,DDX58,118.0
SATB1,SCAMP1,136.0
SATB1,PLK1,269.0
SATB1,DPY19L1,139.0
SATB1,UAP1L1,158.0
SATB1,PCYT1A,153.0
SATB1,CD48,134.0
SATB1,ZMIZ1,136.0
SATB1,VAMP5,133.0
SATB1,LRRC8B,185.0
SATB1,CLEC4D,146.0
SATB1,TBC1D25,150.0
SATB1,CASP3,170.0
SATB1,TGTP2,257.0
SATB1,RAN,155.0
SATB1,UBAP1,158.0
SATB1,CLU,128.0
SATB1,CHMP3,124.0
SATB1,MAU2,160.0
SATB1,ANKRD13D,128.0
SATB1,CKAP5,148.0
SATB1,ZNFX1,164.0
SATB1,RPS6KC1,148.0
SATB1,EIF1A,125.0
SATB1,TMEM9B,173.0
SATB1,PTDSS2,150.0
SATB1,TUBGCP3,159.0
SATB1,ZBTB43,150.0
SATB1,SMAD2,138.0
SATB1,SGMS1,125.0
SATB1,SDF2L1,130.0
SATB1,GM12185,247.0
SATB1,PITPNC1,245.0
SATB1,PARP8,245.0
SATB1,GK,127.0
SATB1,CDC7,141.0
SATB1,ZBTB38,155.0
SATB1,STK10,156.0
SATB1,CIP2A,150.0
SATB1,CCL4,122.0
SATB1,AMPD3,244.0
SATB1,ZFP346,134.0
SATB1,TM9SF2,130.0
SATB1,LAPTM4B,122.0
SATB1,PLEK,242.0
SATB1,IRGM2,132.0
SATB1,SMC4,123.0
SATB1,PCLAF,173.0
SATB1,KYAT1,120.0
SATB1,TRIB3,133.0
SATB1,SAPCD2,239.0
SATB1,DEK,146.0
SATB1,ZFP945,145.0
SATB1,WDHD1,164.0
SATB1,TMEM14C,132.0
SATB1,XPNPEP1,139.0
SATB1,IL6ST,128.0
SATB1,GBP5,132.0
SATB1,MYL10,118.0
SATB1,UMPS,135.0
SATB1,MORC2A,119.0
SATB1,BAG2,232.0
SATB1,ALAD,126.0
SATB1,NEIL3,116.0
SATB1,P3H1,131.0
SATB1,FAR1,126.0
SATB1,EIF4EBP1,124.0
SATB1,STARD4,130.0
SATB1,SLC39A8,135.0
SATB1,SLC35F6,114.0
SATB1,ARHGAP19,123.0
SATB1,FNDC3A,120.0
SATB1,GNG2,118.0
SATB1,POMGNT1,143.0
SATB1,GSR,151.0
SATB1,CPOX,114.0
SATB1,MYB,221.0
SATB1,MEF2C,221.0
SATB1,BUB3,219.0
SATB1,DYM,123.0
SATB1,TVP23B,123.0
SATB1,HAGH,112.0
SATB1,JAK3,108.0
SATB1,ITPR1,129.0
SATB1,METTL27,107.0
SATB1,HELLS,116.0
SATB1,CISH,213.0
SATB1,TMEM18,123.0
SATB1,ITPR2,112.0
SATB1,HERPUD1,117.0
SATB1,NRF1,114.0
SATB1,ACSS2,125.0
SATB1,ZMYM3,108.0
SATB1,IARS2,112.0
SATB1,RGS2,129.0
SATB1,HAAO,207.0
SATB1,GLRX5,105.0
SATB1,PDCD4,103.0
SATB1,CTSS,206.0
SATB1,CARHSP1,206.0
SATB1,MYCN,103.0
SATB1,NSMAF,106.0
SATB1,UBAC1,102.0
SATB1,CD68,203.0
SATB1,UCP2,129.0
SATB1,GOLT1B,105.0
SATB1,CAND2,201.0
SATB1,ANKFY1,118.0
SATB1,NEURL3,200.0
SATB1,SLC25A37,125.0
SATB1,GCNT2,199.0
SATB1,SMIM15,121.0
SATB1,SLC45A3,198.0
SATB1,FAM76B,109.0
SATB1,MUC13,197.0
SATB1,IFI213,194.0
SATB1,GIMAP4,193.0
SATB1,GIMAP5,106.0
SATB1,RAB37,190.0
SATB1,MFGE8,189.0
SATB1,CAD,115.0
SATB1,RAD51,102.0
SATB1,ANXA1,188.0
SATB1,VPS35,187.0
SATB1,ORC6,187.0
SATB1,SPC25,102.0
SATB1,LRRFIP1,186.0
SATB1,SLC37A1,105.0
SATB1,CCDC50,182.0
SATB1,STOM,181.0
SATB1,ARHGAP25,116.0
SATB1,POLE,180.0
SATB1,TMEM106A,176.0
SATB1,FCER1G,176.0
SATB1,GUSB,171.0
SATB1,MC5R,170.0
SATB1,MPI,169.0
SATB1,HSDL1,169.0
SATB1,GM4951,169.0
SATB1,IFI209,167.0
SATB1,ZDHHC24,164.0
SATB1,NICN1,164.0
SATB1,IL18RAP,162.0
SATB1,TGTP1,161.0
SATB1,ATG12,161.0
SATB1,AP3S1,161.0
SATB1,S100A6,160.0
SATB1,MCM10,160.0
SATB1,TOR3A,154.0
SATB1,NDE1,154.0
SATB1,GPSM1,154.0
SATB1,LPIN1,153.0
SATB1,GSN,153.0
SATB1,RIN3,152.0
SATB1,STT3B,151.0
SATB1,B4GALT4,151.0
SATB1,SPIRE1,150.0
SATB1,OAS1B,149.0
SATB1,INTS13,149.0
SATB1,IFIT1,148.0
SATB1,UTP4,147.0
SATB1,NUDT19,147.0
SATB1,KCNK5,147.0
SATB1,GOLIM4,147.0
SATB1,MCM6,146.0
SATB1,OAS2,145.0
SATB1,FNTA,145.0
SATB1,CERS6,145.0
SATB1,GPSM2,144.0
SATB1,RPA1,143.0
SATB1,FAM168B,143.0
SATB1,HIPK3,142.0
SATB1,TLR7,140.0
SATB1,HEXA,138.0
SATB1,RAP1B,137.0
SATB1,PRIM1,135.0
SATB1,GJA1,135.0
SATB1,FLT3,135.0
SATB1,RNF13,134.0
SATB1,LPCAT2,134.0
SATB1,IRF5,134.0
SATB1,HNRNPAB,134.0
SATB1,MED22,133.0
SATB1,XAF1,132.0
SATB1,LRPAP1,132.0
SATB1,BLNK,132.0
SATB1,PPA1,130.0
SATB1,TUBB5,129.0
SATB1,SLFN2,129.0
SATB1,PIF1,129.0
SATB1,HPN,129.0
SATB1,ZFP275,127.0
SATB1,TNFSF10,127.0
SATB1,RETREG1,127.0
SATB1,VPS50,126.0
SATB1,DYNC2LI1,126.0
SATB1,AMPD2,126.0
SATB1,NMD3,124.0
SATB1,ITM2A,124.0
SATB1,D630039A03RIK,124.0
SATB1,UQCR11,123.0
SATB1,PHF11B,123.0
SATB1,KPNA1,123.0
SATB1,GPR107,123.0
SATB1,CPA3,123.0
SATB1,ATP6AP2,123.0
SATB1,CRY2,122.0
SATB1,ATPIF1,122.0
SATB1,CYTIP,121.0
SATB1,SMPD2,120.0
SATB1,MAVS,120.0
SATB1,CERS5,120.0
SATB1,TM6SF1,119.0
SATB1,B230219D22RIK,118.0
SATB1,TSPAN3,117.0
SATB1,NOL9,117.0
SATB1,CDCA4,117.0
SATB1,HNRNPDL,116.0
SATB1,FMO5,116.0
SATB1,CCNF,116.0
SATB1,GOLPH3,115.0
SATB1,EHD3,115.0
SATB1,E2F6,115.0
SATB1,CNOT7,115.0
SATB1,TRIM30D,114.0
SATB1,BMI1,114.0
SATB1,ANTXR2,114.0
SATB1,SSR2,113.0
SATB1,SLCO4A1,113.0
SATB1,NCAPH,113.0
SATB1,IKZF1,113.0
SATB1,GMNN,112.0
SATB1,ARID2,112.0
SATB1,FAM160B2,111.0
SATB1,TYK2,110.0
SATB1,TK1,110.0
SATB1,STAG2,110.0
SATB1,SOD1,110.0
SATB1,MFSD10,110.0
SATB1,NFAM1,109.0
SATB1,MICU1,109.0
SATB1,GNG12,109.0
SATB1,AFG3L2,109.0
SATB1,FAM107B,108.0
SATB1,SPTA1,107.0
SATB1,MLKL,107.0
SATB1,ANKLE1,107.0
SATB1,TLK1,106.0
SATB1,PRKAR2B,106.0
SATB1,NCKAP1,106.0
SATB1,DGLUCY,106.0
SATB1,TSPAN33,105.0
SATB1,TMEM43,105.0
SATB1,INTS11,105.0
SATB1,FDFT1,105.0
SATB1,CPTP,105.0
SATB1,STK17B,104.0
SATB1,ZFP521,102.0
SPI1,KIF3B,3812.0
SPI1,SLC39A13,3635.0
SPI1,CD53,3285.0
SPI1,WDR43,3393.0
SPI1,SLC43A2,3346.0
SPI1,DUSP5,3771.0
SPI1,PIRB,3787.0
SPI1,FGD2,3610.0
SPI1,TMEM229B,3563.0
SPI1,DAPP1,3867.0
SPI1,TMEM206,2988.0
SPI1,NCEH1,3554.0
SPI1,NDUFB9,3480.0
SPI1,CNST,3228.0
SPI1,SAMSN1,3540.0
SPI1,GM5431,3377.0
SPI1,SYNJ1,3332.0
SPI1,ITPR2,3546.0
SPI1,PICALM,3104.0
SPI1,CST3,3163.0
SPI1,SAMD9L,3422.0
SPI1,TMX1,3343.0
SPI1,TFG,3316.0
SPI1,RAB32,3390.0
SPI1,CENPA,3712.0
SPI1,RGS18,3584.0
SPI1,LAPTM5,2890.0
SPI1,ZFP944,3607.0
SPI1,PTPN12,3724.0
SPI1,ZFP943,3754.0
SPI1,E2F8,3663.0
SPI1,ANAPC4,3501.0
SPI1,OASL1,3592.0
SPI1,SYK,3275.0
SPI1,FCGR2B,3008.0
SPI1,FCER1G,3249.0
SPI1,H2-Q7,3471.0
SPI1,GPR18,3976.0
SPI1,CFP,2912.0
SPI1,ZFP445,3370.0
SPI1,DOCK10,3032.0
SPI1,CHST11,3417.0
SPI1,PHF11B,4059.0
SPI1,ARHGAP25,2976.0
SPI1,OAT,3408.0
SPI1,NIF3L1,3182.0
SPI1,RAD51AP1,3505.0
SPI1,PLEKHG1,3652.0
SPI1,ADSL,3331.0
SPI1,ALG9,3907.0
SPI1,ICAM1,2416.0
SPI1,PLPP1,3737.0
SPI1,H2-Q6,3318.0
SPI1,SLFN8,3267.0
SPI1,ANLN,3487.0
SPI1,TM6SF1,3019.0
SPI1,IL7R,3364.0
SPI1,DNAJC10,3662.0
SPI1,HACD3,3715.0
SPI1,I830077J02RIK,3041.0
SPI1,NUBP2,3378.0
SPI1,GUSB,2767.0
SPI1,CYB5R1,3444.0
SPI1,ELF1,2928.0
SPI1,ARID5A,2604.0
SPI1,FCRL1,3293.0
SPI1,DENND1C,3359.0
SPI1,HSPA4,2976.0
SPI1,CLEC12A,3270.0
SPI1,NAGA,3258.0
SPI1,CD300A,3206.0
SPI1,RGS19,3111.0
SPI1,SMIM15,3261.0
SPI1,HCLS1,2558.0
SPI1,CBFB,2322.0
